id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated
astheria,heria,Astheria,3.53e-05,35024,8264,35024,16.13,3.568e-05,3.394e-05,9.43403e-07,2.74562,935.92,2.74562,992072916.225457,992072916.225457,1000000000.0,0.0079854,-99.55821,2024-12-22T03:55:13.171Z,3.158e-05,11.72992,2025-07-05T16:09:19.043Z,2025-07-11T13:50:16.299Z
avalanche-2,avax,Avalanche,21.17,8929740816,19,9669931113,806554272,21.26,19.45,1.59,8.13845,663724393,8.02956,422276596.0335201,457279296.0335201,720000000.0,144.96,-85.41884,2021-11-21T14:18:56.538Z,2.8,654.60685,2020-12-31T13:15:21.540Z,2025-07-11T13:53:22.473Z
axie-infinity,axs,Axie Infinity,2.54,420537753,195,684042170,66003640,2.57,2.28,0.241043,10.50075,40333838,10.60848,165991510.7345931,270000000.0,270000000.0,164.9,-98.46398,2021-11-06T19:29:29.482Z,0.123718,1947.27995,2020-11-06T08:05:43.662Z,2025-07-11T13:53:21.951Z
axelar,axl,Axelar,0.371584,372392503,211,450372570,53219418,0.39008,0.335428,0.03428125,10.16336,35335936,10.48368,999017055.44953,1208214117.255222,,2.64,-85.88892,2024-03-01T09:20:05.541Z,0.274681,35.82455,2025-04-07T06:56:16.620Z,2025-07-11T13:53:28.123Z
aura-on-sol,aura,aura,0.136386,131192690,396,131192690,8129306,0.144086,0.122363,0.01070875,8.52083,10697358,8.87782,963286605.660692,963286605.660692,1000000000.0,0.238494,-42.83543,2025-06-15T00:42:02.272Z,0.0002643,51483.32151,2024-06-02T07:28:15.724Z,2025-07-11T13:53:21.932Z
avant-usd,avusd,Avant USD,1.0,90992790,516,90992790,752227,1.005,0.99126,0.00180505,0.18078,1114730,1.24027,90973477.05316077,90973477.05316077,,1.011,-1.09518,2025-04-11T04:10:38.700Z,0.967857,3.36408,2025-02-03T02:55:43.866Z,2025-07-11T13:53:25.839Z
avant-staked-usd,savusd,Avant Staked USD,1.055,85156661,541,85156661,595462,1.062,1.045,0.00183278,0.174,1194124,1.42221,80716331.39275008,80716331.39275008,,1.07,-1.38601,2025-07-09T19:57:22.659Z,0.937701,12.51054,2025-01-27T07:22:21.054Z,2025-07-11T13:53:21.640Z
audius,audio,Audius,0.062434,83434080,548,83434080,19249104,0.063307,0.057575,0.00469048,8.12296,6126051,7.92421,1338750075.0,1338750075.422778,1338750075.422778,4.95,-98.74295,2021-03-27T15:45:35.137Z,0.0437371,42.40603,2020-10-23T14:56:23.999Z,2025-07-11T13:53:21.981Z
b3,b3,B3 (Base),0.00296909,80538292,565,295368998,13904350,0.00300988,0.0026013,0.00033472,12.70586,8747760,12.18512,27267009247.727253,99999999999.99998,100000000000.0,0.01828807,-83.85519,2025-02-12T00:45:46.101Z,0.00245503,20.26609,2025-07-08T04:27:17.939Z,2025-07-11T13:53:22.113Z
auction,auction,Bounce,10.06,66091346,633,76628388,16996238,10.03,9.28,0.703375,7.51727,4530450,7.3593,6590144.312257191,7640820.856658065,10000000.0,70.44,-85.76131,2021-04-12T04:15:39.424Z,3.47,189.10229,2023-06-15T13:00:07.095Z,2025-07-11T13:53:28.542Z
avail,avail,Avail,0.02027195,51421634,738,213037539,11154026,0.02028473,0.01923145,0.00092593,4.78615,2291746,4.66467,2536625194.0,10509125194.0,,0.239543,-91.5509,2024-07-24T19:21:34.324Z,0.01904702,6.2591,2025-07-08T23:16:02.029Z,2025-07-11T13:53:21.739Z
avalanche-bridged-weth-avalanche,weth,Avalanche Bridged WETH (Avalanche),2994.41,51106117,741,51106117,23499861,3033.89,2765.37,214.55,7.71809,3439932,7.21671,17080.61565997547,17080.61565997547,,4089.86,-26.84023,2024-12-06T20:37:11.772Z,1394.12,114.62523,2025-04-09T01:32:21.259Z,2025-07-11T13:53:22.037Z
avalanche-old-bridged-wbtc-avalanche,wbtc,Avalanche Bridged WBTC (Avalanche),117493,50106570,744,50106570,1592389,118589,110611,6870.74,6.211,2530958,5.31986,427.00473544,427.00473544,,118589,-1.17286,2025-07-11T10:06:16.195Z,50034,134.23511,2024-08-05T13:28:50.289Z,2025-07-11T13:53:21.678Z
aurora-near,aurora,Aurora,0.078644,48671843,759,78619336,964057,0.078772,0.071214,0.00686811,9.56878,4269645,9.61584,618996489.0,999861318.0,1000000000.0,35.4,-99.77801,2022-01-16T22:13:43.382Z,0.04736812,65.89253,2023-10-19T15:59:56.174Z,2025-07-11T13:53:22.049Z
autonolas,olas,Autonolas,0.256131,47014750,771,121447675,542977,0.263588,0.249829,0.0037592,1.48955,1090598,2.37478,182218336.58801466,470703202.9433221,,8.47,-96.94435,2024-01-03T06:34:54.006Z,0.08371,209.16352,2023-08-02T19:06:23.313Z,2025-07-11T13:53:21.834Z
axondao-governance-token,axgt,AxonDAO Governance Token,0.093923,42906678,810,93865718,370783,0.103796,0.078653,0.01366426,17.02536,6625845,18.26266,457107014.3406569,1000000000.0,1000000000.0,0.971095,-90.35062,2024-03-18T15:50:22.094Z,0.03650915,156.66081,2024-02-16T10:14:37.302Z,2025-07-11T13:53:21.687Z
austin-capitals,aux,Austin Capitals,4.33,42359333,813,42359333,5510.26,,,,,,,9786000.0,9786000.0,9786000.0,4.38,-1.09852,2025-07-05T10:41:16.235Z,1.001,332.55261,2025-06-29T11:26:19.198Z,2025-07-09T13:12:00.709Z
auki-labs,auki,AUKI,0.01726017,39046513,853,173712389,134527,0.01772013,0.01541385,0.0015052,9.5538,3790509,10.75139,2246825980.420672,9995809595.857372,10000000000.0,0.060588,-71.33455,2025-01-26T14:46:13.083Z,0.0077696,123.53708,2024-08-29T14:44:19.762Z,2025-07-11T13:53:21.696Z
ava-ai,ava,Ava AI,0.0375429,37533976,879,37533976,15341143,0.03924276,0.03290923,0.00361699,10.66143,3810413,11.29896,999763460.145137,999763460.145137,1000000000.0,0.331799,-88.7953,2025-01-15T13:46:02.808Z,0.01137321,226.88288,2024-12-20T12:11:35.687Z,2025-07-11T13:53:21.718Z
automata,ata,Automata,0.053888,31676363,957,53890427,7105212,0.054447,0.04776996,0.00593871,12.38531,3489022,12.37798,587792028.2579365,1000000000.0,1000000000.0,2.36,-97.72552,2021-06-07T06:04:15.523Z,0.0355274,51.26793,2025-06-22T20:20:28.155Z,2025-07-11T13:53:21.897Z
autonomi,ant,Autonomi,0.051842,24102002,1100,62293785,588596,0.052819,0.03753733,0.0132971,34.49745,6221770,34.79692,464290325.8892306,1200000000.0,1200000000.0,0.330726,-84.30377,2025-02-25T11:11:51.438Z,0.03583788,44.8509,2025-07-10T10:21:36.763Z,2025-07-11T13:53:21.606Z
avalon-2,avl,Avalon,0.12964,23781448,1108,130488055,28803843,0.138055,0.122527,0.00436087,3.48092,964772,4.22836,182250001.0,1000000000.0,1000000000.0,0.787073,-83.42147,2025-03-08T02:15:44.824Z,0.112194,16.30333,2025-06-22T14:31:11.096Z,2025-07-11T13:53:21.707Z
attention,attn,Attention,0.0179481,17941454,1273,17941454,4894.31,0.0206959,0.01704762,-0.001697559337713799,-8.64089,-1720603.5103081912,-8.75088,1000000000.0,1000000000.0,1000000000.0,0.02390069,-25.19508,2025-07-02T18:00:22.693Z,0.01291952,38.38665,2025-06-14T18:50:55.627Z,2025-07-11T13:53:21.550Z
aurora-dao,idex,IDEX,0.01783207,17101547,1295,17821756,6689623,0.01792293,0.01626508,0.00129393,7.82395,1229112,7.74369,959588209.8659143,1000000000.0,1000000000.0,0.937763,-98.09691,2021-09-08T08:54:22.595Z,0.00563813,216.53255,2020-03-23T11:59:26.191Z,2025-07-11T13:53:21.851Z
aura-bal,aurabal,Aura BAL,4.56,16706475,1305,16706475,1194.29,4.59,4.4,0.16128,3.66248,548615,3.39534,3669273.731671815,3669273.731671815,,21.61,-78.90985,2023-01-31T20:55:03.507Z,2.24,103.27478,2025-04-08T22:42:31.728Z,2025-07-11T13:53:21.643Z
axelrod-by-virtuals,axr,Axelrod by Virtuals,0.02765953,16180408,1326,27659526,653938,0.02892521,0.0197774,0.00679174,32.5465,3935340,32.13816,584985000.0,1000000000.0,1000000000.0,0.04937155,-43.97679,2025-06-11T13:56:34.997Z,0.0157271,75.87176,2025-06-22T18:26:09.652Z,2025-07-11T13:53:21.940Z
aventus,avt,Aventus,1.41,13613918,1436,14925226,376806,1.41,1.31,0.085097,6.43236,822773,6.43236,9668699.626925902,10600000.0,,10.25,-86.28127,2024-03-10T01:26:45.467Z,0.0,1.5378902703676481e+37,2021-08-27T07:37:51.359Z,2025-07-11T13:53:21.659Z
avalaunch,xava,Avalaunch,0.289065,13346417,1446,28929930,581130,0.291888,0.276765,0.01090653,3.92097,499288,3.88638,46133598.0,100000000.0,100000000.0,20.09,-98.56205,2021-12-03T14:12:24.965Z,0.139123,107.61259,2022-12-30T13:56:37.427Z,2025-07-11T13:53:21.680Z
baanx,bxx,Baanx,0.0466668,11653202,1529,11653202,329080,0.052698,0.04099945,-0.000714606756056627,-1.5082,-605259.147682257,-4.93748,250000000.0,250000000.0,250000000.0,0.400603,-88.37069,2021-10-04T01:13:37.289Z,0.00643044,624.48287,2022-08-29T07:48:33.929Z,2025-07-11T13:53:21.666Z
avalanche-bridged-dai-avalanche,dai,Avalanche Bridged DAI (Avalanche),0.995949,11624683,1531,11624683,164524,1.004,0.992744,-0.003632896133950902,-0.36344,-103011.29953823052,-0.87836,11680211.30410119,11680211.30410119,,1.026,-2.96956,2025-05-18T18:46:53.802Z,0.958766,3.79844,2025-01-20T17:07:33.873Z,2025-07-11T13:53:21.664Z
asymmetry-finance,asf,Asymmetry Finance,1.002,10331210,1616,51089706,137305,1.038,0.936576,0.04105139,4.27305,498000,5.06447,10313070.389549296,51000000.00000001,51000000.0,4.36,-77.0565,2025-01-08T04:10:54.531Z,0.339337,194.66764,2024-11-18T11:59:58.712Z,2025-07-11T13:53:21.678Z
aura-finance,aura,Aura Finance,0.173055,8591863,1746,14001429,18386.18,0.173786,0.161367,0.00726135,4.37974,466291,5.73856,49648036.61486026,80907193.39248899,100000000.0,4.05,-95.73692,2023-03-14T13:19:41.812Z,0.141951,21.51425,2025-06-13T02:26:44.014Z,2025-07-11T13:53:21.774Z
aurory,aury,Aurory,0.105875,7954013,1790,10587101,10654.75,0.105921,0.099495,0.00638017,6.41255,501190,6.72484,75129281.6,100000000.0,100000000.0,23.29,-99.54582,2021-11-08T16:04:04.494Z,0.083682,26.3971,2025-06-23T16:16:45.280Z,2025-07-11T13:53:21.579Z
b14g-dualcore,dualcore,b14g dualCORE,0.630034,7724544,1813,7724544,10678.24,0.63067,0.574412,0.052608,9.11078,612349,8.60985,12291046.0,12291046.0,,0.973789,-35.46147,2025-05-10T23:20:07.631Z,0.524159,19.90042,2025-06-22T20:20:52.045Z,2025-07-11T13:53:21.643Z
aura-2,aura,Aura,0.43639,7681975,1819,21735153,467.13,0.441957,0.402402,0.03251643,8.05115,543824,7.61856,17671020.650941078,49997862.522541635,50000000.0,0.94931,-54.20657,2025-06-24T23:16:29.500Z,0.04489969,868.20634,2025-04-02T10:15:27.274Z,2025-07-11T13:53:21.558Z
atletico-madrid,atm,Atletico Madrid Fan Token,1.056,7278332,1850,10549030,2204957,1.067,1.005,0.04604237,4.5575,323831,4.65642,6899527.0,10000000.0,,58.46,-98.19467,2021-05-16T13:28:09.717Z,0.935011,12.87575,2025-06-22T20:32:12.945Z,2025-07-11T13:53:21.802Z
avax-has-no-chill,nochill,AVAX HAS NO CHILL,0.00423868,6587458,1931,6587458,116142,0.00424716,0.00353407,0.00065967,18.43151,1035708,18.65552,1550000000.0,1550000000.0,1550000000.0,0.03121838,-86.3836,2024-03-25T21:26:55.496Z,6.507e-05,6432.68703,2024-01-20T07:14:24.330Z,2025-07-11T13:53:21.885Z
axel,axel,AXEL,0.04346822,6079918,1982,43468220,11204.93,0.04393369,0.0409806,0.00248762,6.07023,350341,6.11461,139870420.0,1000000000.0,,0.349088,-87.49932,2021-05-08T08:23:54.001Z,0.01820104,139.75785,2025-06-23T16:09:10.766Z,2025-07-11T13:53:21.749Z
augur,rep,Augur,0.698022,5617990,2032,5617990,96470,0.700887,0.674231,0.01790892,2.63323,124484,2.26602,8046873.026786992,8046873.026786992,8046873.026786992,341.85,-99.79584,2016-02-10T00:00:00.000Z,0.0,0.0,2016-01-22T00:00:00.000Z,2025-07-11T13:53:21.584Z
azen,azen,aZen,0.00222827,5421370,2065,22282665,13073.6,0.0022962,0.00220672,-3.8505473381463e-05,-1.69869,-98352.26189994253,-1.78183,2432999100.0,10000000000.0,10000000000.0,0.00306733,-27.35485,2025-05-14T17:46:15.935Z,0.00201069,10.82095,2025-05-27T21:37:23.968Z,2025-07-11T13:53:21.767Z
azit,azit,azit,0.01578331,5364134,2074,7891657,898940,0.01610732,0.01442793,0.00081825,5.46773,309666,6.12658,339861089.0,500000000.0,500000000.0,0.846242,-98.09992,2022-12-16T06:01:11.901Z,0.00910011,76.69327,2025-04-07T08:14:35.482Z,2025-07-11T13:53:21.697Z
atlas-navi,navi,Atlas Navi,0.02978113,4814174,2177,8931307,243465,0.03017086,0.02795468,0.00176419,6.29687,277221,6.1103,161706684.0,300000000.0,300000000.0,0.534155,-94.43461,2024-03-21T09:50:46.127Z,0.01423655,108.81361,2023-10-22T00:09:03.507Z,2025-07-11T13:51:32.680Z
athenadao-token,ath,AthenaDAO,0.36195,3153935,2562,10831080,2383.62,0.367243,0.340872,0.019388,5.6597,164170,5.49105,8735790.923480127,30000000.0,100000000.0,2.77,-86.94587,2025-01-04T12:45:38.396Z,0.241212,49.85168,2025-04-20T11:51:49.953Z,2025-07-11T13:52:36.547Z
baasid,baas,BaaSid,0.00042111,3119848,2576,4216011,17036.64,0.00045772,0.00038677,3.419e-05,8.83589,256774,8.96847,7400000000.0,10000000000.0,10000000000.0,0.02764465,-98.47484,2021-04-05T08:14:24.092Z,0.00019169,119.94878,2024-08-05T01:55:05.882Z,2025-07-11T13:52:29.804Z
aura-network,aura,Aura Network,0.00725004,2905258,2647,7250037,94657,0.00798789,0.00582923,0.00123909,20.61383,496220,20.59826,400723199.789188,1000000000.0,1000000000.0,0.197293,-96.32581,2022-08-09T08:36:05.658Z,0.00355576,103.86405,2025-05-14T15:05:35.652Z,2025-07-11T13:51:59.940Z
babb,bax,BABB,3.025e-05,2409778,2836,2424934,25417,3.058e-05,2.833e-05,1.38e-06,4.76292,114444,4.98596,79500000000.0,80000000000.0,100000000000.0,0.00295988,-98.97559,2018-04-25T00:00:00.000Z,6.048e-08,50034.49097,2021-10-03T07:22:08.725Z,2025-07-11T13:52:45.985Z
aviator,avi,Aviator,0.00031414,2186644,2939,2903536,56352,0.00031679,0.00025878,2.229e-05,7.63864,151474,7.44283,6960906159.298766,9243042234.996437,10000000000.0,0.00741462,-95.77072,2024-03-25T16:44:50.833Z,3.032e-05,934.30968,2023-08-04T10:24:12.401Z,2025-07-11T13:51:31.014Z
avinoc,avinoc,AVINOC,0.00930487,1554031,3303,9304539,1086.74,0.01048823,0.00413143,0.00043673,4.92474,72982,4.9277,167018564.1614316,1000000000.0,,3.29,-99.71724,2023-04-26T06:10:17.483Z,2.988e-05,31037.01772,2020-02-18T12:24:30.841Z,2025-07-11T13:52:35.431Z
azuro-protocol,azur,Azuro Protocol,0.00687861,1437885,3391,6879233,196633,0.00695385,0.00652752,0.00030894,4.70245,68330,4.98921,209018202.0119586,1000000000.0,1000000000.0,0.239602,-97.11778,2024-07-20T20:50:57.513Z,0.00620695,11.26009,2025-07-08T10:36:53.837Z,2025-07-11T13:52:55.501Z
asx-capital,asx,ASX Capital,0.189122,1388522,3426,1908070,2155.05,0.193442,0.175534,0.01310783,7.44702,103765,8.07661,7277104.280395459,10000000.0,10000000.0,0.354417,-45.98739,2024-12-13T15:51:28.709Z,0.142634,34.21078,2025-04-07T08:15:09.189Z,2025-07-11T13:51:51.520Z
audit,audit,Audit,0.01367395,1367395,3444,1367395,136.25,,,,,,,100000000.0,100000000.0,100000000.0,0.082311,-83.38748,2024-12-17T12:54:29.807Z,0.01227347,11.41063,2025-06-23T05:55:28.110Z,2025-07-10T00:03:18.203Z
autonomous-virtual-beings,avb,Autonomous Virtual Beings,0.00134736,1346733,3459,1346733,402062,0.00139989,0.0013111,1.056e-05,0.78964,9873.86,0.73859,999941150.175657,999941150.175657,1000000000.0,0.077253,-98.24649,2025-01-11T07:52:32.094Z,0.00102873,31.68182,2024-11-05T06:37:55.595Z,2025-07-11T13:52:50.235Z
auroracoin,aur,Auroracoin,0.067798,1340320,3468,1423757,7.53,0.067798,0.059492,0.00752599,12.48672,148784,12.48672,19769331.0,21000000.0,,96.81,-99.92997,2014-03-04T00:00:00.000Z,0.00037617,17923.15411,2019-10-28T16:33:49.319Z,2025-07-11T06:14:06.080Z
avc,avc,AVC,0.00036466,1272833,3503,3646596,484802,0.00038712,0.00035743,2.22e-06,0.61297,8027.71,0.6347,3490467985.2,10000000000.0,10000000000.0,0.01045187,-96.42283,2024-12-15T19:49:48.281Z,0.00035105,6.50422,2025-07-02T11:46:14.079Z,2025-07-11T13:53:03.799Z
athena-by-virtuals,athena,Athena by Virtuals,0.00137008,1069891,3732,1370079,13098.79,0.00143003,0.00122015,0.00013722,11.13026,100852,10.40745,780896908.6362121,1000000000.0,1000000000.0,0.00624125,-78.04799,2025-01-02T09:20:28.190Z,0.00015498,784.00856,2025-04-09T01:32:26.125Z,2025-07-11T13:41:20.814Z
avaocado-dao,avg,Avocado DAO,0.00555465,806903,4068,5554722,628.37,0.00565609,0.00504355,0.0005109,10.12939,29144,3.74723,145264295.03384644,1000000000.0,1000000000.0,2.69,-99.79352,2022-01-03T00:18:45.209Z,0.00468033,18.63661,2025-06-27T18:44:15.167Z,2025-07-11T13:53:11.751Z
atlantis-aqua-token,aqua,Atlantis AQUA Token,0.492195,769962,4139,1190648,3571.18,0.499112,0.430738,0.055251,12.64475,90404,13.3033,1568604.7779708325,2425647.654692481,10000000.0,0.680278,-27.78011,2025-06-11T14:40:15.089Z,0.354298,38.66756,2025-06-22T19:55:23.373Z,2025-07-11T13:53:13.454Z
atlas-usv,usv,Atlas USV,7.0,738758,4185,1992494,32.79,8.16,1.097,-0.6076678865243714,-7.98385,-63900.27193938405,-7.96108,105483.358498926,284497.750461433,1125136.0,1138.47,-99.37856,2022-01-03T16:08:51.827Z,1.058,568.57354,2025-04-18T11:02:36.820Z,2025-07-11T13:52:21.033Z
aura-network-old,aura,Aura Network [OLD],0.01802073,731597,4200,7445712,68.55,0.01858147,0.01801249,-0.000560746238499808,-3.01777,-22810.673632474383,-3.02365,40600000.0,413200000.0,,0.068809,-73.81196,2023-05-17T19:20:37.514Z,0.01511163,19.24349,2025-04-07T07:05:48.596Z,2025-07-11T13:50:36.775Z
asym,asym,ASYM,0.00072053,720874,4224,720874,30760,0.00079176,0.00054513,0.0001695,30.75966,168296,30.45648,999903242.320749,999903242.320749,999984714.0,0.01032666,-93.01861,2025-01-31T18:32:22.995Z,0.00046043,56.58063,2025-04-09T00:09:32.054Z,2025-07-11T13:52:10.854Z
avo,avo,Avo,0.00069269,692994,4288,692994,80005,0.00074755,0.00065975,2.613e-05,3.91984,16696.87,2.46887,999975277.2952418,999975277.2952418,1000000000.0,0.0044695,-84.80799,2025-05-30T16:14:36.510Z,0.00045629,48.81078,2025-06-28T07:15:35.593Z,2025-07-11T13:53:15.181Z
aurafarming,aurafarm,AuraFarming,0.00066,663847,4330,663847,362596,0.00076305,0.00061864,-5.1063611062153e-05,-7.18128,-57670.44340034819,-7.99294,999723533.860659,999723533.860659,1000000000.0,0.0048771,-86.4029,2025-05-10T16:39:48.260Z,0.00043676,51.83203,2025-07-09T17:40:58.788Z,2025-07-11T13:53:15.269Z
atehun,atehun,ATEHUN,0.709959,644506,4362,644506,6369.09,0.781362,0.697337,0.00837592,1.19386,7603.72,1.19386,907807.0,907807.0,1105223.0,14.82,-95.20807,2024-12-17T04:24:14.622Z,0.557392,27.37152,2025-04-07T09:07:15.458Z,2025-07-11T13:44:14.378Z
autism-2,autism,autism,0.00063163,598926,4449,598926,95306,0.00069274,0.00060612,-3.3928728647177e-05,-5.09775,-33415.05033401237,-5.28434,948971905.951867,948971905.951867,949013720.0,0.01759547,-96.40909,2024-10-22T14:20:03.835Z,0.00024361,159.36493,2025-04-07T08:14:24.708Z,2025-07-11T13:52:46.969Z
b20,b20,B20,0.111248,551965,4556,1109615,127.34,0.113094,0.105555,0.00519435,4.89784,24468,4.63843,4974378.527037,10000000.0,10000000.0,28.62,-99.61127,2021-03-10T18:24:15.825Z,0.01405272,691.61738,2024-10-01T15:22:08.743Z,2025-07-11T13:52:48.714Z
avarik-saga,avrk,Avarik Saga,0.00282411,532885,4604,1412053,1722.3,0.00283894,0.00261301,0.00019104,7.2553,36047,7.2553,188691380.0,500000000.0,500000000.0,0.173248,-98.3723,2025-01-07T08:09:03.263Z,0.00256795,9.81333,2025-07-10T10:08:22.042Z,2025-07-11T13:51:30.726Z
auto,auto,Auto,6.5,499302,4711,526293,84107,6.54,6.25,0.196857,3.12228,18433.75,3.83343,76502.6790375587,80638.1893250324,80638.1893250324,13988.94,-99.95381,2021-02-20T01:09:50.839Z,6.05,6.72409,2025-06-22T14:29:42.693Z,2025-07-11T13:53:21.026Z
aurra-by-virtuals,aura,Aurra by Virtuals,0.00042213,422134,4894,422134,10557.81,0.00045668,0.00034486,7.727e-05,22.4068,77272,22.4068,1000000000.0,1000000000.0,1000000000.0,0.00145431,-70.97354,2025-05-16T13:47:23.063Z,0.00027129,55.60213,2025-06-22T20:28:42.509Z,2025-07-11T13:41:37.061Z
autist,autist,Autist,0.697781,394316,4985,394316,756.93,0.702099,0.661285,0.03649432,5.51868,20623,5.51868,565100.1,565100.1,1199594.82,29.33,-97.62064,2024-12-08T23:04:19.684Z,0.131896,429.0396,2025-04-16T23:47:10.498Z,2025-07-11T13:44:14.479Z
athenax9,aix9,AthenaX9,0.0009065,379691,5045,906668,504617,0.00092414,0.00090669,-1.4876982154399e-05,-1.61464,-5987.4774712052895,-1.55245,418776404.2875,1000000000.0,1000000000.0,0.00499035,-81.8316,2025-02-27T08:09:07.309Z,0.00053839,68.40336,2025-06-25T06:30:06.119Z,2025-07-11T13:53:06.277Z
atari,atri,Atari,0.0002391,359857,5119,472228,26.55,0.00024284,0.00023781,3.21694e-07,0.13472,471.44,0.13118,1505092185.0,1975082183.0,1975082183.0,0.781174,-99.96937,2021-05-04T09:54:22.047Z,0.00011106,115.45226,2024-07-28T12:29:30.980Z,2025-07-11T13:51:04.472Z
asugar,asugar,aSUGAR,0.075175,347126,5172,347126,4001.45,0.075153,0.068802,0.00592416,8.55459,23150,7.14559,4626120.426486082,4626120.426486082,,0.099079,-24.15238,2025-06-08T15:14:44.987Z,0.067696,11.00851,2025-07-06T19:14:59.446Z,2025-07-11T13:53:03.773Z
atua-ai,tua,Atua AI,6.836e-05,341776,5191,341776,9269.91,7.586e-05,6.771e-05,-5.831406619679e-06,-7.86045,-29157.033098395157,-7.86045,5000000000.0,5000000000.0,5000000000.0,0.001502,-95.44904,2024-10-11T08:36:51.352Z,5.158e-05,32.53397,2025-04-15T05:14:06.101Z,2025-07-11T13:51:34.005Z
ata-by-virtuals,ata,ATA by Virtuals,0.00034625,328996,5233,346312,202.78,0.00035599,0.00030084,4.4e-05,14.55641,41859,14.57809,950000000.0,1000000000.0,1000000000.0,0.0044467,-92.21194,2025-01-02T08:36:44.746Z,0.00010096,243.02939,2025-04-07T06:56:30.258Z,2025-07-11T13:53:01.343Z
asynchronus-by-virtuals,async,ASYNCHRONUS by Virtuals,0.00055118,325194,5250,551182,5842.76,0.00056964,0.00046455,8.407e-05,17.9978,49601,17.9978,589993000.0,1000000000.0,1000000000.0,0.00452434,-87.8174,2025-06-11T20:33:47.494Z,0.00041602,32.48873,2025-07-09T15:47:18.332Z,2025-07-11T13:43:49.972Z
ats-coin,atscoin,ATS COIN,0.00152478,319509,5279,319509,84.25,0.00152595,0.00142342,9.246e-05,6.45559,18745.14,6.23251,209999987.985694,209999987.985694,210000000.0,0.01167141,-86.96411,2025-06-16T14:41:23.320Z,0.00134759,12.90347,2025-07-08T15:13:03.444Z,2025-07-11T13:52:24.121Z
aura-3,aura,AURA,4.03e-06,318046,5280,318046,3321.83,4.05e-06,3.57e-06,1.86422e-07,4.84843,10513.85,3.41878,78891807005.52333,78891807005.52333,100000000000.0,5.8e-06,-30.46777,2025-06-22T20:20:50.883Z,2.71e-06,48.70092,2025-07-06T20:12:49.924Z,2025-07-11T13:52:04.605Z
aventa,avent,Aventa,0.00031532,314888,5289,314888,565.59,0.00032043,0.00029008,2.384e-05,8.17919,23338,8.00468,1000000000.0,1000000000.0,1000000000.0,0.00818993,-96.15191,2024-12-17T10:53:38.917Z,0.00017652,78.53769,2025-06-25T23:09:40.905Z,2025-07-11T13:53:07.214Z
ayin,ayin,Ayin,0.163152,276520,5449,275622,736.27,0.692903,0.162859,-0.48770846680570934,-74.93287,-826244.0320019077,-74.92482,1694860.7424988,1689353.4405941723,4000000.0,33.15,-99.50762,2024-04-10T18:20:45.456Z,0.080048,103.91218,2023-10-15T20:32:26.739Z,2025-07-11T13:51:44.326Z
autolayer,lay3r,Autolayer,0.01917275,258722,5547,568492,202561,0.02143594,0.01830501,-0.000232372867566395,-1.19748,1898.2,0.7391,13334520.917969769,29300000.0,30000000.0,0.502262,-96.15097,2024-10-04T06:35:30.066Z,0.00330797,484.41322,2025-04-16T18:05:30.140Z,2025-07-11T13:53:01.132Z
aurum-gold,acg,Aurum Crypto Gold,0.00445402,231344,5678,231344,98.15,,,,,,,51940422.0,51940422.0,51940422.0,0.050227,-91.13223,2024-01-09T00:19:10.729Z,0.00013705,3149.82684,2025-03-15T00:13:59.875Z,2025-06-26T20:31:25.612Z
avacoach,avac,AvaCoach,0.00029681,224478,5716,296819,1408.13,0.00029825,0.00028646,9.64e-06,3.35533,7374.91,3.39696,756279886.575507,1000000000.0,1000000000.0,0.01010404,-97.06253,2024-08-19T08:30:02.011Z,0.00028513,4.09448,2025-07-10T12:33:21.201Z,2025-07-11T13:52:58.773Z
aurumtrust,aut,AurumTrust,0.00027047,221294,5724,221294,1966.76,0.00027148,0.00024905,1.983e-05,7.91182,15059.75,7.30226,820684994.4802889,820684994.4802889,1000000000.0,0.00061343,-55.97974,2025-05-27T22:55:25.800Z,0.00020528,31.54433,2025-07-02T09:41:08.044Z,2025-07-11T13:52:26.972Z
aurusx,ax,AurusX,0.01950974,194188,5910,292646,11.28,,,,,,,9953379.0,15000000.0,20000000.0,3.68,-99.46956,2022-11-11T14:40:33.632Z,0.00799832,143.92305,2025-04-03T05:35:11.606Z,2025-06-23T20:24:13.829Z
axi,axi,AXI,0.00019317,193159,5919,193159,927.96,0.00019526,0.00017707,1.505e-05,8.44692,15045.18,8.44692,999958385.394666,999958385.394666,999992798.61,0.00789819,-97.55288,2024-12-23T16:54:35.023Z,0.00013201,46.41367,2025-04-07T08:03:25.970Z,2025-07-11T13:52:52.752Z
avive,avive,Avive,5.861e-05,173963,6056,560305,207.23,5.984e-05,5.83e-05,-1.230953012188e-06,-2.05693,-2731.294695544668,-1.54577,2968425855.252672,9560759190.252672,10000000000.0,0.148655,-99.96064,2023-12-20T02:24:12.479Z,5.747e-05,1.80731,2025-06-11T13:33:30.699Z,2025-07-11T13:51:26.406Z
